,FTR,HTP,ATP,HM1,HM2,HM3,AM1,AM2,AM3,HTGD,ATGD,DiffFormPts,DiffLP
251,A,1.5,1.8461538461538463,D,D,W,W,L,L,-0.038461538461538464,0.5384615384615384,0.07692307692307693,13.0
252,H,1.3076923076923077,1.2692307692307692,L,W,L,L,W,L,0.19230769230769232,-0.19230769230769232,0.0,-3.0
253,D,0.38461538461538464,1.6923076923076923,D,L,L,W,L,D,-1.0769230769230769,0.5,-0.11538461538461539,9.0
254,H,1.4615384615384615,0.7692307692307693,W,W,W,L,L,D,0.07692307692307693,-0.6153846153846154,0.3076923076923077,6.0
255,H,1.8461538461538463,1.5769230769230769,W,L,L,D,W,L,0.5384615384615384,0.7307692307692307,-0.038461538461538464,3.0
256,H,1.4230769230769231,0.38461538461538464,L,L,W,D,L,L,0.0,-1.0769230769230769,0.07692307692307693,-3.0
257,D,1.6923076923076923,1.5,W,L,D,D,D,W,0.5,-0.038461538461538464,-0.038461538461538464,-9.0
258,D,1.2307692307692308,1.2692307692307692,W,W,L,L,W,L,-0.19230769230769232,-0.19230769230769232,0.11538461538461539,3.0
259,H,0.7692307692307693,0.38461538461538464,L,L,D,D,L,L,-0.6153846153846154,-1.0769230769230769,0.0,-6.0
260,H,1.4814814814814814,1.5185185185185186,W,L,L,L,D,W,0.07407407407407407,0.6666666666666666,-0.037037037037037035,13.0
261,D,1.2592592592592593,1.1111111111111112,D,L,W,L,W,D,-0.18518518518518517,-0.1111111111111111,0.0,1.0
262,H,2.4444444444444446,0.6666666666666666,L,W,D,L,L,D,1.3333333333333333,-1.0,0.1111111111111111,-15.0
263,H,1.2222222222222223,1.3333333333333333,D,W,W,W,W,D,-0.18518518518518517,-0.48148148148148145,0.0,10.0
264,H,1.5555555555555556,1.1851851851851851,L,W,D,W,L,W,0.2222222222222222,-0.037037037037037035,-0.07407407407407407,-7.0
265,H,1.8888888888888888,1.3703703703703705,W,W,L,W,L,W,0.5555555555555556,0.2222222222222222,0.0,-3.0
266,A,0.9629629629629629,1.1481481481481481,L,W,D,W,W,L,-0.5185185185185185,-0.3333333333333333,-0.07407407407407407,10.0
267,H,1.1111111111111112,0.6666666666666666,L,W,D,L,L,D,-0.1111111111111111,-1.0,0.1111111111111111,-6.0
268,A,1.1851851851851851,1.5185185185185186,W,L,W,L,D,W,-0.037037037037037035,0.6666666666666666,0.07407407407407407,11.0
269,D,1.8888888888888888,1.2592592592592593,W,W,L,D,L,W,0.5555555555555556,-0.18518518518518517,0.07407407407407407,-6.0
270,H,1.2142857142857142,0.8214285714285714,W,W,W,L,W,L,-0.2857142857142857,-0.5714285714285714,0.21428571428571427,-5.0
271,H,1.2857142857142858,1.6071428571428572,W,D,W,W,L,W,-0.10714285714285714,0.32142857142857145,0.03571428571428571,8.0
272,A,0.9285714285714286,2.4642857142857144,L,L,W,W,L,W,-0.5714285714285714,1.3571428571428572,-0.10714285714285714,16.0
273,D,1.5,1.2857142857142858,D,W,W,L,W,W,0.17857142857142858,-0.5357142857142857,0.03571428571428571,14.0
274,H,1.3214285714285714,0.35714285714285715,L,W,L,L,L,D,0.17857142857142858,-1.1071428571428572,0.07142857142857142,-10.0
275,H,1.6428571428571428,1.5357142857142858,D,D,W,W,W,L,0.4642857142857143,0.10714285714285714,-0.03571428571428571,-6.0
276,A,1.4285714285714286,2.0357142857142856,D,L,D,W,W,W,-0.07142857142857142,0.9285714285714286,-0.25,15.0
277,D,0.8214285714285714,0.9285714285714286,L,W,L,L,L,W,-0.5714285714285714,-0.5714285714285714,0.0,-5.0
278,H,1.5357142857142858,1.1071428571428572,W,W,L,D,L,W,0.10714285714285714,-0.10714285714285714,0.07142857142857142,5.0
279,H,1.6071428571428572,1.5,W,L,W,D,W,W,0.32142857142857145,0.17857142857142858,-0.03571428571428571,-12.0
280,H,2.4827586206896552,1.6896551724137931,W,W,L,W,D,D,1.3448275862068966,0.4827586206896552,0.034482758620689655,-8.0
281,H,1.2758620689655173,1.103448275862069,D,L,W,L,L,W,-0.5172413793103449,-0.20689655172413793,0.034482758620689655,-9.0
282,H,0.6206896551724138,1.3793103448275863,L,L,L,W,L,W,-1.0344827586206897,0.20689655172413793,-0.20689655172413793,8.0
283,A,0.3448275862068966,1.3793103448275863,L,L,L,L,D,L,-1.103448275862069,-0.10344827586206896,-0.034482758620689655,0.0
284,H,1.5172413793103448,1.896551724137931,W,L,L,D,W,W,0.7241379310344828,0.5517241379310345,-0.13793103448275862,-3.0
285,H,1.2413793103448276,1.1724137931034482,D,D,D,L,W,W,-0.1724137931034483,-0.3103448275862069,-0.10344827586206896,4.0
286,H,2.0689655172413794,1.3448275862068966,W,W,W,W,W,D,0.9655172413793104,-0.034482758620689655,0.06896551724137931,-11.0
287,H,1.896551724137931,1.103448275862069,D,W,W,L,L,W,0.5517241379310345,-0.20689655172413793,0.13793103448275862,-8.0
288,H,1.5172413793103448,1.2413793103448276,W,L,L,D,D,D,0.7241379310344828,-0.1724137931034483,0.0,-9.0
289,A,0.8275862068965517,1.6896551724137931,D,L,W,W,D,D,-0.5517241379310345,0.4827586206896552,-0.034482758620689655,3.0
290,H,1.5333333333333334,1.1333333333333333,W,L,W,L,L,W,0.13333333333333333,-0.3333333333333333,0.1,8.0
291,H,1.6,0.3333333333333333,L,W,W,L,L,L,0.3333333333333333,-1.1,0.2,-12.0
292,H,1.3333333333333333,1.1333333333333333,W,D,L,L,W,D,-0.43333333333333335,-0.13333333333333333,0.0,-6.0
293,A,1.3333333333333333,1.4333333333333333,L,W,L,W,L,D,0.16666666666666666,-0.06666666666666667,-0.03333333333333333,-10.0
294,A,0.9,2.1,D,L,L,W,W,W,-0.5666666666666667,0.9666666666666667,-0.26666666666666666,14.0
295,A,1.4,0.7,L,L,D,W,L,L,0.0,-0.9666666666666667,-0.06666666666666667,2.0
296,H,1.0666666666666667,2.5,L,L,L,W,W,W,-0.26666666666666666,1.3333333333333333,-0.3,12.0
297,A,1.3,1.8333333333333333,L,W,W,L,D,W,-0.1,0.5,0.06666666666666667,9.0
298,D,1.1333333333333333,1.0666666666666667,L,W,D,L,L,L,-0.13333333333333333,-0.26666666666666666,0.13333333333333333,-3.0
299,H,2.5,1.3333333333333333,W,W,W,L,W,L,1.3333333333333333,0.16666666666666666,0.2,-7.0
300,H,1.8709677419354838,1.3870967741935485,W,L,D,W,W,D,0.6129032258064516,-0.3225806451612903,-0.0967741935483871,1.0
301,A,0.3225806451612903,1.5806451612903225,L,L,L,W,W,L,-1.1290322580645162,0.16129032258064516,-0.1935483870967742,3.0
302,A,1.4838709677419355,1.4516129032258065,W,W,L,W,L,L,-0.03225806451612903,0.03225806451612903,0.0967741935483871,0.0
303,H,1.2580645161290323,1.2580645161290323,L,W,D,L,L,W,-0.22580645161290322,-0.16129032258064516,0.03225806451612903,-3.0
304,H,2.129032258064516,0.7741935483870968,W,W,W,L,L,D,1.032258064516129,-0.6774193548387096,0.25806451612903225,-9.0
305,H,1.1935483870967742,1.5483870967741935,W,L,L,L,L,W,-0.2903225806451613,0.2903225806451613,0.0,1.0
306,H,1.6774193548387097,0.8709677419354839,W,L,W,L,D,L,0.4838709677419355,-0.5806451612903226,0.16129032258064516,-8.0
307,H,2.129032258064516,1.4516129032258065,W,W,W,W,L,L,1.032258064516129,0.03225806451612903,0.1935483870967742,-15.0
308,H,1.6129032258064515,1.096774193548387,W,W,W,L,L,W,0.8064516129032258,-0.22580645161290322,0.1935483870967742,-8.0
309,D,0.7741935483870968,2.4193548387096775,L,L,D,L,W,W,-0.6774193548387096,1.2580645161290323,-0.16129032258064516,11.0
310,A,1.5,2.15625,L,L,L,W,W,W,0.25,1.03125,-0.28125,3.0
311,D,1.34375,0.3125,L,W,W,L,L,L,-0.375,-1.125,0.1875,-14.0
312,A,1.09375,0.84375,W,L,L,W,W,W,-0.34375,-0.78125,-0.1875,-3.0
313,H,1.21875,1.71875,L,L,L,W,W,L,-0.21875,0.5,-0.1875,5.0
314,A,0.84375,1.90625,L,L,D,W,W,L,-0.59375,0.65625,-0.15625,12.0
315,A,1.25,1.25,L,L,L,W,W,L,0.0625,-0.25,-0.1875,1.0
316,D,1.40625,1.3125,L,W,L,W,L,W,0.0,-0.15625,-0.09375,7.0
317,D,1.625,1.4375,W,W,W,L,W,W,0.1875,-0.0625,0.09375,-3.0
318,H,0.78125,1.5,D,L,L,L,L,L,-0.65625,0.25,0.03125,6.0
319,D,1.3125,1.34375,W,L,W,L,W,W,-0.15625,-0.375,0.0,7.0
320,D,0.8484848484848485,1.606060606060606,D,W,W,D,W,W,-0.7575757575757576,0.18181818181818182,0.0,1.0
321,H,1.6666666666666667,1.2121212121212122,L,W,W,L,L,L,0.42424242424242425,0.030303030303030304,0.18181818181818182,1.0
322,D,1.4242424242424243,0.8484848484848485,D,L,W,W,D,L,-0.06060606060606061,-0.6060606060606061,0.0,6.0
323,D,1.0606060606060606,0.8181818181818182,L,D,L,L,L,L,-0.36363636363636365,-0.6363636363636364,0.030303030303030304,-7.0
324,H,2.393939393939394,1.393939393939394,D,W,L,D,L,W,1.2424242424242424,0.0,0.0,-17.0
325,H,1.9393939393939394,1.4545454545454546,W,W,W,L,L,L,0.696969696969697,0.21212121212121213,0.2727272727272727,-1.0
326,H,2.1818181818181817,1.606060606060606,W,W,W,L,W,W,1.0303030303030303,0.8484848484848485,0.09090909090909091,1.0
327,A,1.2121212121212122,1.2727272727272727,L,W,W,W,L,L,-0.2727272727272727,-0.15151515151515152,0.09090909090909091,-7.0
328,D,0.8484848484848485,1.606060606060606,D,W,W,L,W,W,-0.7575757575757576,0.8484848484848485,0.030303030303030304,14.0
329,D,2.1818181818181817,0.3333333333333333,W,W,W,D,L,L,1.0303030303030303,-1.0909090909090908,0.24242424242424243,-15.0
330,H,1.588235294117647,0.8235294117647058,D,L,W,D,L,L,0.8235294117647058,-0.6176470588235294,0.08823529411764706,-15.0
331,A,1.411764705882353,2.411764705882353,L,L,L,W,D,W,0.14705882352941177,1.2941176470588236,-0.20588235294117646,5.0
332,A,1.3235294117647058,1.7058823529411764,D,D,L,W,L,W,-0.35294117647058826,0.4411764705882353,-0.11764705882352941,-5.0
333,H,1.0588235294117647,1.2941176470588236,L,D,W,D,D,W,-0.38235294117647056,-0.14705882352941177,-0.029411764705882353,2.0
334,H,1.3235294117647058,1.411764705882353,W,W,L,D,D,L,-0.11764705882352941,-0.058823529411764705,0.11764705882352941,-4.0
335,H,0.8529411764705882,1.1764705882352942,D,D,W,L,L,W,-0.7352941176470589,-0.29411764705882354,0.058823529411764705,9.0
336,H,1.3529411764705883,1.1764705882352942,L,D,L,L,L,L,-0.08823529411764706,0.0,0.029411764705882353,10.0
337,H,1.0588235294117647,0.8529411764705882,D,L,D,D,W,D,-0.35294117647058826,-0.5882352941176471,-0.08823529411764706,-2.0
338,A,1.588235294117647,1.9705882352941178,D,D,W,W,W,W,0.17647058823529413,0.7352941176470589,-0.11764705882352941,10.0
339,H,1.2941176470588236,0.8529411764705882,D,D,W,D,D,W,-0.14705882352941177,-0.7352941176470589,0.0,-5.0
340,H,2.4285714285714284,1.2857142857142858,W,W,D,L,D,D,1.3142857142857143,-0.37142857142857144,0.14285714285714285,-3.0
341,H,1.2285714285714286,1.4,W,L,L,W,L,D,-0.22857142857142856,-0.05714285714285714,-0.02857142857142857,-11.0
342,A,0.34285714285714286,1.3714285714285714,L,D,D,W,W,W,-1.1142857142857143,-0.05714285714285714,-0.2,4.0
343,A,1.7428571428571429,2.1714285714285713,W,W,L,D,W,W,0.45714285714285713,1.0285714285714285,-0.02857142857142857,6.0
344,D,0.8,1.4,L,D,L,D,L,L,-0.6571428571428571,0.14285714285714285,0.0,11.0
345,H,1.3714285714285714,1.1142857142857143,L,D,D,W,D,L,-0.11428571428571428,-0.2857142857142857,-0.05714285714285714,8.0
346,H,0.8285714285714286,1.542857142857143,L,D,W,L,D,D,-0.6285714285714286,0.14285714285714285,0.05714285714285714,-3.0
347,D,1.6285714285714286,1.7428571428571429,W,D,L,W,W,L,0.8571428571428571,0.45714285714285713,-0.05714285714285714,-7.0
348,H,1.4,1.2571428571428571,D,L,L,L,D,D,0.14285714285714285,-0.17142857142857143,-0.02857142857142857,-5.0
349,D,1.2857142857142858,0.8285714285714286,L,D,D,L,D,W,-0.37142857142857144,-0.6285714285714286,-0.05714285714285714,-8.0
350,H,1.4166666666666667,0.8055555555555556,W,W,W,D,L,D,0.027777777777777776,-0.6388888888888888,0.19444444444444445,-3.0
351,H,0.8888888888888888,0.3333333333333333,L,W,D,L,L,D,-0.6944444444444444,-1.1111111111111112,0.08333333333333333,-2.0
352,H,1.1666666666666667,1.4166666666666667,W,W,L,W,L,D,-0.3055555555555556,-0.08333333333333333,0.05555555555555555,-5.0
353,A,1.0833333333333333,1.1944444444444444,L,W,D,W,L,L,-0.3055555555555556,0.0,0.027777777777777776,2.0
354,A,1.3611111111111112,2.0277777777777777,L,W,L,W,W,W,-0.1111111111111111,0.75,-0.16666666666666666,13.0
355,D,0.8888888888888888,1.4166666666666667,W,L,D,W,W,W,-0.5833333333333334,0.027777777777777776,-0.1388888888888889,-2.0
356,A,1.3055555555555556,1.5,W,L,D,L,L,D,-0.1388888888888889,0.1111111111111111,0.08333333333333333,-4.0
357,H,2.4444444444444446,2.1944444444444446,W,W,W,W,D,W,1.3611111111111112,1.0277777777777777,0.05555555555555555,-2.0
358,H,2.0277777777777777,1.0833333333333333,W,W,W,L,W,D,0.75,-0.3055555555555556,0.1388888888888889,-5.0
359,A,1.1944444444444444,1.1666666666666667,W,L,L,W,W,L,0.0,-0.3055555555555556,-0.08333333333333333,-5.0
360,A,1.1891891891891893,1.2432432432432432,D,L,W,D,L,L,-0.24324324324324326,-0.43243243243243246,0.08108108108108109,3.0
361,A,1.3783783783783783,0.9459459459459459,L,W,L,W,L,W,-0.10810810810810811,-0.6486486486486487,-0.08108108108108109,2.0
362,H,1.6756756756756757,1.4054054054054055,D,L,W,L,W,D,0.40540540540540543,0.1891891891891892,0.0,3.0
363,D,2.135135135135135,1.1891891891891893,L,W,D,D,L,W,0.918918918918919,-0.24324324324324326,0.0,-4.0
364,A,0.32432432432432434,1.6486486486486487,L,L,L,W,D,W,-1.162162162162162,0.8918918918918919,-0.1891891891891892,16.0
365,A,0.7837837837837838,1.3243243243243243,L,D,L,L,L,W,-0.7027027027027027,-0.13513513513513514,-0.05405405405405406,-1.0
366,H,1.5405405405405406,2.4594594594594597,W,L,L,W,W,W,0.16216216216216217,1.4054054054054055,-0.16216216216216217,14.0
367,D,1.4054054054054055,1.1891891891891893,L,W,D,D,L,W,0.1891891891891892,-0.24324324324324326,0.0,-1.0
368,A,1.162162162162162,1.6486486486486487,L,W,L,W,D,W,-0.02702702702702703,0.8918918918918919,-0.10810810810810811,6.0
369,H,0.32432432432432434,1.2162162162162162,L,L,L,W,W,W,-1.162162162162162,-0.2702702702702703,-0.24324324324324326,5.0
370,H,1.6842105263157894,1.3421052631578947,W,W,D,L,L,W,0.9210526315789473,-0.13157894736842105,0.10526315789473684,-16.0
371,H,1.0263157894736843,0.39473684210526316,L,L,L,W,L,L,-0.3684210526315789,-1.105263157894737,-0.07894736842105263,-8.0
372,H,1.5789473684210527,1.131578947368421,W,W,L,L,L,W,0.18421052631578946,-0.07894736842105263,0.07894736842105263,7.0
373,H,1.394736842105263,0.8947368421052632,D,L,W,D,D,W,0.18421052631578946,-0.5526315789473685,-0.02631578947368421,-6.0
374,D,1.2894736842105263,0.7631578947368421,W,D,L,L,L,D,-0.39473684210526316,-0.7105263157894737,0.07894736842105263,-13.0
375,H,1.1842105263157894,1.1842105263157894,L,W,W,D,D,L,-0.2894736842105263,-0.23684210526315788,0.10526315789473684,6.0
376,H,2.1052631578947367,1.236842105263158,D,L,W,L,L,W,0.8947368421052632,-0.2631578947368421,0.02631578947368421,-8.0
377,H,1.4473684210526316,2.3947368421052633,D,W,W,L,W,W,0.10526315789473684,1.3421052631578947,0.02631578947368421,13.0
378,A,1.0,2.0789473684210527,W,W,L,W,W,W,-0.6052631578947368,0.7894736842105263,-0.07894736842105263,11.0
379,H,1.368421052631579,1.7105263157894737,W,L,L,W,D,L,-0.10526315789473684,0.42105263157894735,-0.02631578947368421,9.0
380,D,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,-12.0
381,H,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,3.0
382,H,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,-7.0
383,H,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,-3.0
384,H,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,11.0
385,H,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,4.0
386,D,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,15.0
387,H,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,-4.0
388,H,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,-14.0
389,H,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,-10.0
390,H,0.0,0.5,L,M,M,D,M,M,-1.0,0.0,-0.5,-13.0
391,D,0.0,1.5,L,M,M,W,M,M,-0.5,1.0,-1.5,9.0
392,H,0.5,1.5,D,M,M,W,M,M,0.0,0.5,-1.0,-2.0
393,D,0.0,1.5,L,M,M,W,M,M,-1.5,0.5,-1.5,-5.0
394,A,0.0,1.5,L,M,M,W,M,M,-1.0,2.0,-1.5,11.0
395,D,0.0,1.5,L,M,M,W,M,M,-2.0,1.0,-1.5,4.0
396,D,0.0,1.5,L,M,M,W,M,M,-1.5,1.5,-1.5,-2.0
397,H,0.0,1.5,L,M,M,W,M,M,-0.5,1.5,-1.5,13.0
398,H,0.0,1.5,L,M,M,W,M,M,-1.0,1.0,-1.5,5.0
399,H,0.0,0.5,L,M,M,D,M,M,-2.0,0.0,-0.5,-6.0
400,H,1.3333333333333333,1.3333333333333333,W,D,M,D,W,M,0.3333333333333333,0.6666666666666666,0.0,-6.0
401,H,0.3333333333333333,0.3333333333333333,D,L,M,L,D,M,-1.0,-0.3333333333333333,0.0,11.0
402,A,1.0,1.3333333333333333,W,L,M,D,W,M,0.0,0.3333333333333333,-0.3333333333333333,-6.0
403,A,0.3333333333333333,2.0,D,L,M,W,W,M,-0.3333333333333333,2.3333333333333335,-1.6666666666666667,16.0
404,H,1.0,1.0,W,L,M,L,W,M,0.0,0.0,0.0,-8.0
405,H,1.3333333333333333,1.0,W,D,M,L,W,M,0.3333333333333333,-0.3333333333333333,0.3333333333333333,9.0
406,A,0.3333333333333333,1.0,D,L,M,L,W,M,-1.0,0.6666666666666666,-0.6666666666666666,5.0
407,A,1.0,1.3333333333333333,W,L,M,D,W,M,0.0,1.0,-0.3333333333333333,-3.0
408,D,0.3333333333333333,1.0,L,D,M,W,L,M,-0.3333333333333333,0.0,-0.6666666666666666,-10.0
409,H,1.3333333333333333,0.3333333333333333,D,W,M,D,L,M,0.6666666666666666,-0.3333333333333333,1.0,-10.0
410,H,1.5,0.75,W,L,W,W,L,L,1.0,-0.75,0.75,-12.0
411,H,1.75,1.0,W,D,W,L,W,D,0.75,-0.5,0.75,8.0
412,H,2.25,0.75,W,W,W,L,W,L,2.0,-0.5,1.5,-3.0
413,A,0.75,1.0,L,L,W,W,D,L,-0.5,-0.75,-0.25,-5.0
414,H,1.75,0.75,W,D,W,L,W,L,1.75,-0.25,1.0,7.0
415,D,0.25,0.25,L,L,D,L,D,L,-0.75,-1.25,0.0,12.0
416,D,1.0,1.75,L,D,W,W,W,D,0.25,0.75,-0.75,-7.0
417,H,0.75,1.0,L,L,W,W,D,L,-0.25,-0.5,-0.25,3.0
418,D,1.0,0.75,L,D,W,L,W,L,0.0,-1.0,0.25,-6.0
419,A,0.75,1.75,W,L,L,W,D,W,-0.75,1.75,-1.0,-4.0
420,D,2.0,0.8,W,W,D,D,L,W,1.2,-0.2,0.6,1.0
421,A,0.4,1.2,D,L,L,W,L,L,-0.6,0.0,-0.4,0.0
422,D,0.2,1.6,L,L,D,D,W,W,-0.6,0.6,-1.2,2.0
423,H,0.4,0.8,D,L,D,L,W,D,-1.0,-0.6,-0.4,-9.0
424,H,1.8,0.8,W,W,L,L,L,W,1.0,-0.6,0.6,-2.0
425,A,2.4,1.0,W,W,W,W,D,L,1.8,0.0,1.0,-2.0
426,D,0.6,1.4,L,L,W,W,W,D,-0.6,-0.4,-0.8,-7.0
427,A,1.0,1.2,D,L,D,W,L,L,0.2,0.0,-0.2,2.0
428,H,0.8,1.2,L,L,W,W,L,L,-0.6,0.0,0.0,-4.0
429,H,1.0,0.4,W,D,L,D,L,L,0.0,-0.6,0.6,-14.0
430,H,1.5,0.5,D,D,W,L,L,W,0.5,-0.8333333333333334,0.3333333333333333,3.0
431,A,1.3333333333333333,2.0,D,W,W,W,W,W,-0.3333333333333333,1.0,-0.3333333333333333,11.0
432,H,1.1666666666666667,0.6666666666666666,W,L,L,D,L,L,-0.16666666666666666,-0.5,0.3333333333333333,-2.0
433,H,0.6666666666666666,0.8333333333333334,L,L,W,L,D,L,-0.8333333333333334,-0.16666666666666666,0.3333333333333333,6.0
434,A,0.8333333333333334,0.8333333333333334,D,D,L,W,D,L,-0.6666666666666666,-0.5,-0.3333333333333333,8.0
435,D,1.5,2.0,W,W,L,L,W,W,0.16666666666666666,1.3333333333333333,0.0,16.0
436,D,0.8333333333333334,0.3333333333333333,D,D,L,D,L,L,-0.16666666666666666,-0.5,0.16666666666666666,-8.0
437,D,1.0,1.8333333333333333,L,W,L,D,W,W,-0.3333333333333333,1.0,-0.6666666666666666,-4.0
438,A,2.1666666666666665,1.3333333333333333,W,W,W,D,W,L,1.5,0.16666666666666666,0.8333333333333334,9.0
439,H,1.3333333333333333,1.1666666666666667,D,W,L,W,L,L,0.16666666666666666,-0.16666666666666666,0.16666666666666666,5.0
440,A,0.42857142857142855,1.5714285714285714,L,L,L,W,W,W,-1.0,0.5714285714285714,-1.2857142857142858,9.0
441,D,2.142857142857143,1.7142857142857142,W,W,W,W,D,D,1.1428571428571428,0.7142857142857143,0.5714285714285714,-15.0
442,D,1.7142857142857142,1.0,D,D,W,W,L,L,0.8571428571428571,-0.42857142857142855,0.2857142857142857,-4.0
443,H,0.2857142857142857,0.7142857142857143,L,L,D,L,D,D,-1.0,-0.7142857142857143,-0.14285714285714285,4.0
444,H,1.1428571428571428,0.7142857142857143,W,W,D,L,D,D,-0.2857142857142857,-0.2857142857142857,0.7142857142857143,-4.0
445,H,1.8571428571428572,1.0,D,L,W,D,L,W,1.1428571428571428,-0.2857142857142857,0.0,-5.0
446,H,0.5714285714285714,1.8571428571428572,L,D,L,L,W,W,-0.8571428571428571,1.1428571428571428,-0.7142857142857143,-12.0
447,A,0.7142857142857143,1.4285714285714286,L,L,D,D,W,W,-0.42857142857142855,0.14285714285714285,-0.8571428571428571,-9.0
448,D,0.42857142857142855,1.1428571428571428,D,D,L,L,D,W,-0.42857142857142855,-0.5714285714285714,-0.2857142857142857,6.0
449,H,1.5714285714285714,0.42857142857142855,W,W,W,D,D,L,0.5714285714285714,-0.42857142857142855,1.0,-14.0
450,D,1.625,0.875,D,W,D,W,L,D,0.625,-0.625,0.125,11.0
451,D,1.25,1.375,L,W,W,W,W,W,0.0,-0.125,-0.375,-3.0
452,D,1.0,0.625,D,W,L,W,L,L,-0.375,-0.75,0.125,-3.0
453,H,0.625,1.625,L,L,D,D,D,D,-0.75,0.75,-0.25,3.0
454,H,1.625,0.625,L,L,W,L,L,L,0.875,-0.5,0.375,8.0
455,A,1.625,2.0,W,D,W,D,W,W,0.25,1.0,0.0,17.0
456,A,0.625,2.0,L,L,D,W,D,L,-0.5,1.25,-0.375,8.0
457,A,0.875,1.75,L,D,L,W,W,D,-0.5,0.5,-0.75,-1.0
458,H,1.125,0.375,D,L,D,L,L,L,-0.5,-1.0,0.25,-1.0
459,D,1.625,1.125,D,W,D,D,L,D,0.625,-0.5,0.375,4.0
460,D,0.3333333333333333,0.4444444444444444,L,L,L,L,D,D,-1.0,-0.6666666666666666,-0.2222222222222222,-5.0
461,H,2.111111111111111,1.7777777777777777,W,D,W,W,L,L,1.0,1.0,0.4444444444444444,-16.0
462,H,1.4444444444444444,0.6666666666666666,L,D,D,D,W,L,0.5555555555555556,-0.6666666666666666,-0.2222222222222222,-7.0
463,H,0.8888888888888888,1.0,W,L,L,D,D,W,0.0,-0.3333333333333333,-0.2222222222222222,-5.0
464,A,1.3333333333333333,1.8888888888888888,D,W,W,W,W,W,-0.1111111111111111,0.5555555555555556,-0.2222222222222222,-2.0
465,H,2.111111111111111,1.2222222222222223,W,W,D,D,L,W,1.3333333333333333,0.0,0.3333333333333333,-1.0
466,H,0.8888888888888888,0.7777777777777778,W,L,L,L,L,D,-0.5555555555555556,-0.5555555555555556,0.2222222222222222,7.0
467,A,1.4444444444444444,1.8888888888888888,L,W,D,W,W,W,0.1111111111111111,1.2222222222222223,-0.5555555555555556,14.0
468,H,0.8888888888888888,0.5555555555555556,D,W,L,L,L,L,-0.5555555555555556,-0.6666666666666666,0.4444444444444444,-4.0
469,D,1.8888888888888888,1.4444444444444444,W,W,W,L,D,D,1.2222222222222223,0.5555555555555556,0.7777777777777778,-7.0
470,A,2.0,2.2,W,W,W,W,W,W,0.6,1.4,0.0,6.0
471,A,1.3,1.1,D,W,D,W,W,L,-0.3,0.1,-0.1,2.0
472,H,1.1,1.5,L,D,L,D,D,D,-0.2,0.5,-0.2,-13.0
473,D,0.7,0.4,L,L,L,D,L,L,-0.6,-0.9,-0.1,-6.0
474,H,1.6,1.3,L,W,L,L,L,W,0.8,-0.3,0.0,-1.0
475,A,0.6,2.2,L,D,W,W,W,D,-0.8,1.0,-0.3,17.0
476,D,0.5,1.1,D,L,D,W,D,W,-0.6,-0.4,-0.5,13.0
477,H,0.5,1.2,L,L,L,L,D,W,-0.7,-0.2,-0.4,3.0
478,H,0.9,1.1,L,D,D,W,W,L,-0.7,-0.4,-0.4,1.0
479,A,2.0,1.1,W,W,W,W,W,L,0.6,0.1,0.3,-2.0
480,H,0.45454545454545453,1.0909090909090908,D,D,L,W,L,D,-0.8181818181818182,-0.5454545454545454,-0.18181818181818182,-2.0
481,H,1.1818181818181819,1.5454545454545454,L,D,W,D,W,L,-0.36363636363636365,0.6363636363636364,0.0,1.0
482,H,1.2727272727272727,1.1818181818181819,W,L,D,L,L,L,0.0,-0.45454545454545453,0.36363636363636365,-15.0
483,H,2.272727272727273,1.7272727272727273,W,W,W,W,L,W,1.6363636363636365,0.9090909090909091,0.2727272727272727,-15.0
484,A,0.7272727272727273,0.5454545454545454,D,L,L,L,L,D,-0.5454545454545454,-0.9090909090909091,0.0,-11.0
485,H,0.5454545454545454,1.0,D,D,L,L,W,W,-0.5454545454545454,-0.45454545454545453,-0.36363636363636365,4.0
486,H,1.3636363636363635,1.0909090909090908,L,D,D,L,L,D,0.2727272727272727,-0.2727272727272727,0.09090909090909091,10.0
487,H,1.0909090909090908,2.272727272727273,D,W,D,W,W,W,-0.36363636363636365,1.0909090909090908,-0.36363636363636365,4.0
488,H,0.7272727272727273,1.6363636363636365,W,L,L,L,D,W,-0.5454545454545454,0.9090909090909091,-0.09090909090909091,5.0
489,A,1.0909090909090908,2.272727272727273,L,L,D,W,W,W,-0.2727272727272727,1.6363636363636365,-0.7272727272727273,4.0
490,H,2.0833333333333335,0.75,L,W,W,W,D,D,0.9166666666666666,-0.3333333333333333,0.08333333333333333,-17.0
491,A,1.4166666666666667,1.5,L,D,W,W,L,D,0.5,0.4166666666666667,0.0,-5.0
492,D,1.0,0.6666666666666666,L,W,L,L,D,L,-0.5833333333333334,-0.5833333333333334,0.16666666666666666,8.0
